"","FIPS","State.x","County.x","LACCESS_POP10","PCT_LACCESS_POP10","LACCESS_LOWI10","PCT_LACCESS_LOWI10","LACCESS_CHILD10","PCT_LACCESS_CHILD10","LACCESS_SENIORS10","PCT_LACCESS_SENIORS10","LACCESS_HHNV10","PCT_LACCESS_HHNV10","REDEMP_SNAPS08","REDEMP_SNAPS12","PCH_REDEMP_SNAPS_08_12","PCT_SNAP09","PCT_SNAP14","PCH_SNAP_09_14","PC_SNAPBEN08","PC_SNAPBEN10","PCH_PC_SNAPBEN_08_10","SNAP_PART_RATE08","SNAP_PART_RATE10","SNAP_OAPP00","SNAP_OAPP05","SNAP_OAPP10","SNAP_FACEWAIVER00","SNAP_FACEWAIVER05","SNAP_FACEWAIVER10","SNAP_VEHEXCL00","SNAP_VEHEXCL05","SNAP_VEHEXCL10","SNAP_BBCE00","SNAP_BBCE05","SNAP_BBCE10","SNAP_REPORTSIMPLE00","SNAP_REPORTSIMPLE05","SNAP_REPORTSIMPLE10","PC_WIC_REDEMP08","PC_WIC_REDEMP12","PCH_PC_WIC_REDEMP_08_12","REDEMP_WICS08","REDEMP_WICS12","PCH_REDEMP_WICS_08_12","PCT_WIC09","PCT_WIC14","PCH_WIC_09_14","State.y","County.y","FOODINSEC_00_02","FOODINSEC_07_09","FOODINSEC_10_12","CH_FOODINSEC_02_12","CH_FOODINSEC_09_12","VLFOODSEC_00_02","VLFOODSEC_07_09","VLFOODSEC_10_12","CH_VLFOODSEC_02_12","CH_VLFOODSEC_09_12","FOODINSEC_CHILD_01_07","FOODINSEC_CHILD_03_11","FMRKTPTH09","FMRKTPTH13","PCH_FMRKTPTH_09_13","PC_DIRSALES07","MILK_PRICE10","FOOD_TAX11","FFRPTH07","FFRPTH12","PCH_FFRPTH_07_12","FSRPTH07","FSRPTH12","PCH_FSRPTH_07_12","PC_FFRSALES02","PC_FFRSALES07","PC_FSRSALES02","PC_FSRSALES07","State","County","PCT_NHWHITE10","PCT_NHBLACK10","PCT_HISP10","PCT_NHASIAN10","PCT_NHNA10","PCT_NHPI10","PCT_65OLDER10","PCT_18YOUNGER10","MEDHHINC10","POVRATE10","PERPOV10","CHILDPOVRATE10","PERCHLDPOV10","METRO13","POPLOSS00","GROCPTH07","GROCPTH12","PCH_GROCPTH_07_12","SUPERCPTH07","SUPERCPTH12","PCH_SUPERCPTH_07_12","CONVSPTH07","CONVSPTH12","PCH_CONVSPTH_07_12","SNAPSPTH08","SNAPSPTH12","PCH_SNAPSPTH_08_12"
"1","01001","AL","Autauga",18428.4396853647,33.7696573003329,5344.42747247314,9.7935303961319,4822.5002687735,8.83711177873504,2388.23322829447,4.37637798151852,664.216487208815,3.2847855556541,178994.04689295,301432.081069042,68.4034113432373,14.4230221963222,18.6018362090636,4.17881401274134,9.67649044763077,16.5990545849479,71.5400296706962,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,19.26266,16.63944,-13.61819,161658.7,184744.3,14.28049,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Autauga",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0394042083694539,0.0180134740786108,-54.2854054833016,2.01,0.9703046,4,0.64213187783441,0.612458118672767,-4.62113160644161,0.682265120199061,0.522390748279713,-23.432880735967,470,649.511366958242,349,484.381507049538,"AL","Autauga",77.246156,17.582599,2.400542,0.855766,0.397647,0.040314,11.995382,26.777959,53049,11.9,0,17.5,0,1,"0.000000",0.0802664847293013,0.0720538963144432,-10.2316532766509,0.0200666211823253,0.0180134740786108,-10.2316532766509,0.742464983746037,0.612458118672767,-17.5101678758414,0.633845705736717,0.674004155108021,6.33568217120399
"2","01003","AL","Baldwin",35210.8140777756,19.318472596371,9952.14402697035,5.46026062434935,7916.13193162258,4.34319915048011,6404.00860293696,3.51357013301345,1571.77991534128,2.1478271595262,160833.48671414,274394.503662651,70.6078188495343,14.4230221963222,18.6018362090636,4.17881401274134,5.62674505709032,13.4849772520559,139.658579076075,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,17.85356,17.92161,0.3811479,125840.5,126639.4,0.6348812,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Baldwin",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0222372941660459,0.0209654594056292,-5.71937732585575,4.16,1.01769,4,0.746462980644041,0.68137743068295,-8.71919326862483,1.06472239099615,1.10592798364694,3.8700785293186,470,649.511366958242,349,484.381507049538,"AL","Baldwin",83.504787,9.308425,4.384824,0.735193,0.628755,0.043343,16.771185,22.987408,47618,13.3,0,20.2,0,1,"0.000000",0.133090298874519,0.13627548613659,2.39325276823823,0.0173596042010242,0.0314481891084438,81.1572933591907,1.09365506466453,0.566067403951989,-48.2407733259455,0.464875642218843,0.725055471111344,55.9676191358765
"3","01005","AL","Barbour",5722.3056022933,20.8409717095578,3135.67608617583,11.4203157161228,940.419326548446,3.42506219378827,770.214550126597,2.80516644253413,406.142372194327,4.13586937061433,295348.460705882,325496.56076555,10.207637442096,14.4230221963222,18.6018362090636,4.17881401274134,17.0850650221209,27.4768850523002,60.8240004748265,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,35.84205,40.42276,12.78026,178230.6,157077.1,-11.86862,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Barbour",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0672562800551502,0.110290062865336,63.9847799713244,0.37,1.136671,4,0.67258541834813,0.772030440057351,14.7854858277269,0.369921980091472,0.514686960038234,39.1339222154266,470,649.511366958242,349,484.381507049538,"AL","Barbour",46.753105,46.69119,5.051535,0.3897,0.218524,0.087409,14.236807,21.906982,33074,25.3,1,36.2,1,0,"0.000000",0.201775625504439,0.183816771442226,-8.9004080732326,0,0.0367633542884453,NA,0.437180521926285,0.69850373148046,59.7746689177152,0.712226840058989,1.28059017438084,79.8008867897734
"4","01007","AL","Bibb",1044.86732736101,4.55975268322503,491.449066238583,2.14466099165867,249.204752698424,1.08751801308498,150.553323396136,0.657007739018702,275.06087499396,3.45858009548548,293106.955,356444.032,21.6088618572698,14.4230221963222,18.6018362090636,4.17881401274134,11.4641715688545,21.6146103757097,88.5405347075546,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,25.7193,21.74258,-15.46202,92542.33,98263.4,6.182112,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Bibb",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0463241765877612,0.0442536619905297,-4.46961986104361,2.14,0.9703046,4,0.372352804282057,0.265521971943178,-28.6907554100102,0.372352804282057,0.177014647962119,-52.4605036066735,470,649.511366958242,349,484.381507049538,"AL","Bibb",75.020729,21.924504,1.771765,0.096007,0.279293,0.030548,12.68165,22.696923,35472,20.9,0,28.6,1,1,"0.000000",0.3258087037468,0.221268309952649,-32.0864337238192,0,0.0442536619905297,NA,0.372352804282057,0.752312253839005,102.042859671638,0.463198851266849,0.719122007346108,55.2512501659512
"5","01009","AL","Blount",1548.17555923387,2.70084009496158,609.02770839259,1.06246765359302,384.911607351067,0.671490191115221,195.049051213748,0.340269096008073,705.466782736982,3.2693798439938,199859.340233463,229730.022631579,14.9458525997449,14.4230221963222,18.6018362090636,4.17881401274134,8.99891568905653,18.6605070641294,107.363950379291,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,17.81256,15.47159,-13.14226,102945.9,149110,44.84305,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Blount",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0171394292570057,0.0172932590876077,0.897520146647097,7.59,0.9703046,4,0.474800407976647,0.380451699927368,-19.8712356738158,0.246192804136039,0.224812368138899,-8.68442766723817,470,649.511366958242,349,484.381507049538,"AL","Blount",88.887338,1.26304,8.0702,0.200621,0.497191,0.031402,14.722096,24.608353,42906,16.5,0,24.1,0,1,"0.000000",0.105511201772588,0.138346072700861,31.1197961701196,0.0175852002954314,0.0172932590876077,-1.66015287241033,0.26377800443147,0.484211254453014,83.5677146381674,0.370569032540864,0.657143845329091,77.3337185849781
"6","01011","AL","Bullock",4089.9835478141,37.474652261445,2199.35982793515,20.151730144174,607.097868215287,5.5625606396856,554.388020740519,5.07960436815575,272.844258279601,7.28556096874769,235172.599591837,211588.91372093,-10.0282455999713,14.4230221963222,18.6018362090636,4.17881401274134,20.3659616030278,33.2196469521871,63.1135695907842,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Bullock",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0910332271279017,0.0954745083062822,4.87874737445101,3.85,0.9703046,4,0.273572861572132,0.381898033225129,39.5964610782254,0.182381907714755,0.0954745083062822,-47.6513270956655,470,649.511366958242,349,484.381507049538,"AL","Bullock",21.916804,69.974345,7.119296,0.183251,0.183251,0.03665,13.459776,22.264981,25969,31.1,1,40.3,1,0,"0.000000",0.182381907714755,0.190949016612564,4.69734580866908,0,0,0,0.182381907714755,0.286423524918847,57.0460187130036,0.747794768488844,1.36846795239005,83.0004715271635
"7","01013","AL","Butler",1307.81970553017,6.24347021306236,593.225138622194,2.83202911453761,264.826077122668,1.26426732764915,254.954428314888,1.21714053714082,395.03167176685,4.65235745809505,234638.416137931,345604.868990826,47.2925340527629,14.4230221963222,18.6018362090636,4.17881401274134,19.1363839175053,30.7637721054395,60.7606339737874,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,40.04169,40.12669,0.212286,134613.5,203713.2,51.33193,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Butler",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.100180324584252,0.098488206037327,-1.68907273354049,0.5,0.9703046,4,0.740996887813071,0.886393854335944,19.6218052888167,0.839796472854814,0.541685133205298,-35.4980461677949,470,649.511366958242,349,484.381507049538,"AL","Butler",54.060247,43.189956,0.911825,0.830668,0.281663,0.033418,16.656323,24.137108,29500,28.1,1,39.6,1,0,"0.000000",0.148199377562614,0.147732309055991,-0.315162259319454,0,0.0492441030186635,NA,1.0373956429383,0.886393854335944,-14.555853365131,1.19808966668319,1.34190180725858,12.0034538795014
"8","01015","AL","Calhoun",30901.1505851428,26.0610857412735,11909.1628579287,10.0438238858489,6959.88710640568,5.86975601862639,4974.95713302801,4.19572675929225,1252.15018593941,2.64551812963894,240770.767250438,315617.502598187,31.0863051202132,14.4230221963222,18.6018362090636,4.17881401274134,15.4966996408692,25.4046026238967,63.9355682993141,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,24.50327,24.13542,-1.501256,126327.7,148999.4,17.94666,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Calhoun",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0175314031258492,0.0255763197380985,45.8886066021005,0.71,0.9703046,4,0.886461953052975,0.784340471968353,-11.520120038194,0.673711084320261,0.656458873277861,-2.56077292535663,470,649.511366958242,349,484.381507049538,"AL","Calhoun",73.613501,20.390143,3.283237,0.699997,0.404817,0.079277,14.328847,22.877239,37916,23.5,0,31.5,0,1,"1.000000",0.274803205446422,0.221661437730187,-19.3381178468809,0.00886461953052975,0.0255763197380985,188.521347701541,0.744628040564499,0.707611512754058,-4.97114341576216,0.839049449548295,1.17580025462647,40.1347984030582
"9","01017","AL","Chambers",6748.21322261533,19.722967185782,3018.28474660405,8.82152490604719,1531.67667699948,4.47662334356124,1170.80546726137,3.42190696262275,616.696813443102,4.42615957398336,314774.335970149,327935.788321168,4.18123425165981,14.4230221963222,18.6018362090636,4.17881401274134,17.8110405244684,29.5937937280915,66.1542102912865,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,26.92083,28.52697,5.96619,154673.6,161957.1,4.708968,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Chambers",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0291375291375291,0.029356505401597,0.751526538281005,1.93,0.8567245,4,0.662232587601854,0.763269140441522,15.25695876815,0.46068353920129,0.469704086425552,1.95807891028652,470,649.511366958242,349,484.381507049538,"AL","Chambers",58.141166,38.597107,1.566564,0.485167,0.166594,0.020459,16.676896,22.513517,30061,28.5,0,43.5,1,0,"1.000000",0.201549048400564,0.234852043212776,16.5235187546132,0.0287927212000806,0.029356505401597,1.95807891028652,0.575854424001612,0.763269140441522,32.5455025833725,0.647850008218993,1.0054603100047,55.1995519408593
"10","01019","AL","Cherokee",79.410234562587,0.305553251616403,34.4838623480173,0.132686376343904,17.3260469394154,0.0666668472792927,9.22233963641338,0.0354855501805124,378.737459294195,3.5642523931319,174247.115402299,242354.871290323,39.0868771232039,14.4230221963222,18.6018362090636,4.17881401274134,15.466486434823,25.0054070374383,61.6747743116263,67,79,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,23.12612,27.36524,18.33041,112915.6,118678.5,5.103687,2.99041690416989,2.70233166033493,-0.288085243834966,"AL","Cherokee",12.5,15,17.9,5.4,2.9,3.7,6.8,6.8,3.1,0,8.5,9.3,0.0409031413612565,0.0384304984435648,-6.04511740517265,2.2,0.8567245,4,0.817193756639699,0.768609968871296,-5.94519810921947,0.57203562964779,0.384304984435648,-32.8179986494425,470,649.511366958242,349,484.381507049538,"AL","Cherokee",92.07357,4.640425,1.23129,0.188541,0.469429,0.003848,17.896033,21.416753,34410,21.2,0,33.1,0,0,"0.000000",0.16343875132794,0.153721993774259,-5.94519810921949,0.040859687831985,0.0384304984435648,-5.94519810921949,0.57203562964779,0.730179470427731,27.6458025660593,0.890918772784992,1.19134545175051,33.7209954647595
